,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,buraydah,26.326,43.975,62.6,42,0,9.22,SA,1613748454
366,lewiston,44.1003,-70.2148,24.8,74,100,5.1,US,1613748454
367,tukrah,32.5341,20.5791,60.04,59,41,13.73,LY,1613748454
368,villazon,-22.0866,-65.5942,59.07,49,3,3.29,BO,1613748454
369,atar,20.5169,-13.0499,91.51,9,0,12.3,MR,1613748455
370,chipping sodbury,51.5381,-2.3938,52.0,85,100,8.99,GB,1613748455
371,boyolangu,-8.1181,111.8935,75.36,89,100,6.38,ID,1613748455
372,santa cruz do rio pardo,-22.8989,-49.6325,83.95,45,0,3.13,BR,1613748455
373,newport,51.5877,-2.9984,53.01,88,100,3.0,GB,1613748160
374,sosua,19.7667,-70.5167,84.2,65,20,13.8,DO,1613748193
375,rapid valley,44.0625,-103.1463,12.99,85,1,3.78,US,1613748455
376,troitskoye,52.9821,84.6757,10.08,93,100,15.48,RU,1613748455
377,lubao,14.9167,120.55,73.4,73,75,4.61,PH,1613748455
378,quatre cocos,-20.2078,57.7625,82.4,78,75,11.5,MU,1613748456
379,saint anthony,45.0205,-93.218,6.8,85,1,2.59,US,1613748456
380,baiyin,36.5583,104.2081,44.01,28,0,6.71,CN,1613748456
381,tivaouane,14.9515,-16.8129,89.6,15,25,12.66,SN,1613748456
382,baykit,61.67,96.37,-18.13,82,100,4.29,RU,1613748456
383,gainesville,29.6516,-82.3248,68.0,94,90,9.22,US,1613748355
384,tondano,1.3038,124.9112,78.8,89,40,3.44,ID,1613748456
385,skeldon,5.8833,-57.1333,82.81,64,17,8.95,GY,1613748456
386,ratnagiri,16.9833,73.3,79.59,53,83,8.61,IN,1613748363
387,whitehorse,60.7161,-135.0538,24.8,86,90,19.57,CA,1613748439
388,westport,41.1415,-73.3579,30.2,80,90,13.8,US,1613748373
389,diffa,13.3154,12.6113,77.74,17,0,16.91,NE,1613748457
390,erenhot,43.6475,111.9767,33.82,78,33,14.47,CN,1613748457
391,chabahar,25.2919,60.643,72.32,67,71,5.08,IR,1613748457
392,totness,5.8833,-56.3167,81.77,68,16,11.81,SR,1613748457
393,kaeo,-35.1,173.7833,57.0,93,1,1.99,NZ,1613748457
394,antibes,43.5624,7.1278,57.2,72,75,3.44,FR,1613748457
395,brandfort,-28.7001,26.4597,86.0,17,0,12.66,ZA,1613748457
396,dunedin,-45.8742,170.5036,55.99,66,12,2.28,NZ,1613748457
397,chiang klang,19.2938,100.8617,70.21,69,34,1.88,TH,1613748458
398,abu dhabi,24.4667,54.3667,73.4,73,0,10.36,AE,1613748284
399,mehamn,71.0357,27.8492,12.2,67,0,19.57,NO,1613748458
400,sao filipe,14.8961,-24.4956,72.41,70,0,6.49,CV,1613748458
401,salinas,36.6777,-121.6555,51.8,81,90,11.5,US,1613748179
402,mezobereny,46.8167,21.0333,46.99,63,100,5.01,HU,1613748458
403,kjollefjord,70.9457,27.3465,12.2,67,0,19.57,NO,1613748458
404,darhan,49.4867,105.9228,17.15,94,100,4.79,MN,1613748458
405,dudinka,69.4058,86.1778,-32.84,81,16,5.95,RU,1613748458
406,porto novo,6.4965,2.6036,91.4,43,67,8.05,BJ,1613748459
407,faya,18.3851,42.4509,62.6,77,40,8.05,SA,1613748459
408,emba,48.8264,58.1442,3.76,93,96,6.15,KZ,1613748459
409,llanes,43.4198,-4.7549,66.0,53,100,6.78,ES,1613748459
410,talara,-4.5772,-81.2719,80.6,61,0,19.57,PE,1613748459
411,ponta do sol,32.6667,-17.1,61.0,85,64,5.01,PT,1613748459
412,benguela,-12.5763,13.4055,81.28,65,92,9.95,AO,1613748459
413,mokhsogollokh,61.4681,128.9203,-16.55,88,93,2.66,RU,1613748459
414,laguna,38.421,-121.4238,48.99,93,90,4.92,US,1613748459
415,biltine,14.5333,20.9167,84.38,13,0,10.02,TD,1613748459
416,roebourne,-20.7833,117.1333,84.0,68,7,7.14,AU,1613748459
417,buckeye,33.3703,-112.5838,51.01,42,0,4.7,US,1613748403
418,pakokku,21.3333,95.1,81.16,42,100,2.04,MM,1613748460
419,dwarka,22.2394,68.9678,75.29,59,21,14.23,IN,1613748460
420,korem,12.5058,39.5228,53.06,99,100,5.1,ET,1613748460
421,yazman,29.1212,71.7446,72.41,19,8,8.25,PK,1613748460
422,khatanga,71.9667,102.5,-24.88,86,94,1.7,RU,1613748460
423,goderich,43.7501,-81.7165,19.4,86,100,3.44,CA,1613748460
424,cravo norte,6.3017,-70.2041,89.44,40,60,16.04,CO,1613748460
425,valparaiso,-33.0393,-71.6273,68.0,63,0,5.75,CL,1613748460
426,tonaya,19.7833,-103.9667,68.0,56,1,0.89,MX,1613748460
427,mayumba,-3.432,10.6554,81.12,76,100,7.2,GA,1613748460
428,irbeyskoye,55.6428,95.4522,23.13,96,100,3.22,RU,1613748461
429,kem,64.9555,34.5793,-12.6,90,0,3.04,RU,1613748461
430,zhangjiakou,40.81,114.8794,37.81,67,0,5.46,CN,1613748461
431,ahipara,-35.1667,173.1667,58.33,88,10,3.62,NZ,1613748191
432,minyar,55.0709,57.5485,4.73,92,100,5.64,RU,1613748461
433,disna,55.568,28.1971,11.28,94,69,6.26,BY,1613748461
434,banda aceh,5.5577,95.3222,77.85,71,52,14.5,ID,1613748461
435,balkhash,46.844,74.9804,33.24,93,96,15.19,KZ,1613748461
436,scarborough,54.2797,-0.4044,50.0,85,100,5.99,GB,1613748305
437,ornskoldsvik,63.2909,18.7153,24.8,100,90,4.61,SE,1613748462
438,husavik,66.0449,-17.3389,33.8,75,75,3.44,IS,1613748462
439,lebork,54.5392,17.7501,36.0,100,90,5.75,PL,1613748462
440,thinadhoo,0.5333,72.9333,82.69,76,42,12.3,MV,1613748462
441,kyaikkami,16.08,97.5675,79.97,65,0,3.69,MM,1613748462
442,hamilton,39.1834,-84.5333,21.2,73,90,5.75,US,1613748187
443,necochea,-38.5473,-58.7368,64.99,42,41,13.0,AR,1613748462
444,marzuq,14.4,46.4667,75.18,28,0,7.87,YE,1613748462
445,khromtau,50.2503,58.4347,-4.5,93,100,10.0,KZ,1613748462
446,puerto el triunfo,13.2833,-88.55,84.2,74,20,2.59,SV,1613748462
447,pisco,-13.7,-76.2167,72.0,78,0,6.91,PE,1613748462
448,pingzhuang,42.0372,119.2889,31.93,84,0,2.77,CN,1613748463
449,lima,-12.0432,-77.0282,70.0,88,90,10.36,PE,1613748429
450,bac lieu,9.285,105.7244,75.78,71,64,17.25,VN,1613748181
451,jumla,29.2747,82.1838,38.75,73,47,2.21,NP,1613748463
452,kindu,-2.95,25.95,80.02,81,100,1.72,CD,1613748463
453,wamba,8.9333,8.6,94.55,10,100,3.42,NG,1613748463
454,basi,26.8333,76.0333,73.4,20,0,5.75,IN,1613748463
455,caluquembe,-13.7833,14.6833,78.28,41,100,7.05,AO,1613748463
456,tessalit,20.1986,1.0114,87.26,12,27,9.08,ML,1613748463
457,kpandae,8.4689,-0.0113,99.09,8,35,9.1,GH,1613748463
458,keningau,5.3378,116.1602,78.8,83,20,6.91,MY,1613748464
459,wajima,37.4,136.9,46.24,73,63,30.44,JP,1613748464
460,conde,-7.2597,-34.9075,87.8,58,40,9.22,BR,1613748464
461,valea nucarilor,45.0333,28.9333,28.4,64,0,9.22,RO,1613748464
462,coos bay,43.3665,-124.2179,46.99,100,90,3.44,US,1613748464
463,port hedland,-20.3167,118.5667,84.2,74,90,8.05,AU,1613748464
464,krasnoborsk,61.5598,45.934,-6.56,91,98,3.47,RU,1613748464
465,ca mau,9.1769,105.15,74.79,70,7,10.51,VN,1613748464
466,denizli,37.8402,29.0698,41.0,45,75,2.71,TR,1613748464
467,college,64.8569,-147.8028,-11.2,64,75,8.05,US,1613748464
468,steamboat springs,40.485,-106.8317,12.99,78,90,4.61,US,1613748465
469,ola,59.5833,151.2833,-4.94,84,3,11.05,RU,1613748465
470,ilave,-16.0833,-69.6667,53.58,47,62,3.29,PE,1613748210
471,itoman,26.1247,127.6694,55.4,62,20,4.61,JP,1613748465
472,kushiro,42.975,144.3747,28.02,92,76,8.88,JP,1613748257
473,paamiut,61.994,-49.6678,12.81,89,45,17.34,GL,1613748465
474,lompoc,34.6391,-120.4579,45.0,86,20,4.61,US,1613748465
475,nagato,34.3833,131.2,48.2,61,20,12.66,JP,1613748466
476,dukat,62.55,155.55,-27.89,84,32,4.74,RU,1613748466
477,eyl,7.9803,49.8164,76.35,67,7,20.33,SO,1613748466
478,aklavik,68.2191,-135.0107,-18.4,76,75,5.75,CA,1613748466
479,ankang,32.68,109.0172,57.18,40,2,1.88,CN,1613748466
480,langenhagen,52.45,9.75,52.0,50,0,6.91,DE,1613748466
481,khandyga,62.6667,135.6,-28.1,84,63,0.67,RU,1613748466
482,maceio,-9.6658,-35.7353,91.4,43,40,10.36,BR,1613748466
483,bandar,2.05,99.75,73.67,89,53,2.48,ID,1613748466
484,hillsborough,37.5741,-122.3794,55.0,87,90,6.38,US,1613748467
485,kargasok,59.0556,80.8572,-16.13,88,100,12.44,RU,1613748467
486,wanlaweyn,2.6185,44.8938,91.04,34,100,15.59,SO,1613748467
487,dubbo,-32.25,148.6167,68.0,83,0,10.36,AU,1613748467
488,ondangwa,-17.9167,15.95,96.8,26,86,6.91,NA,1613748467
489,okha,53.5739,142.9478,7.74,95,100,13.73,RU,1613748467
490,brenham,30.1669,-96.3977,28.4,74,1,8.05,US,1613748468
491,lins,-21.6786,-49.7425,84.65,48,0,2.84,BR,1613748468
492,muroto,33.2833,134.15,48.88,62,0,11.03,JP,1613748468
493,porto walter,-8.2686,-72.7439,87.98,62,52,0.18,BR,1613748468
494,moyale,3.5167,39.0584,88.29,24,97,8.05,KE,1613748468
495,pidhorodne,48.5753,35.1068,15.8,67,0,6.71,UA,1613748468
496,taupo,-38.6833,176.0833,50.0,89,1,1.39,NZ,1613748468
497,kangaatsiaq,68.3065,-53.4641,1.8,92,100,11.56,GL,1613748469
498,sorland,67.667,12.6934,35.6,75,75,20.71,NO,1613748469
499,sinnamary,5.3833,-52.95,79.18,73,70,10.58,GF,1613748469
500,fort dodge,42.4975,-94.168,14.0,92,90,3.74,US,1613748328
501,nedjo,9.5046,35.5019,69.35,39,100,6.26,ET,1613748469
502,mutoko,-17.397,32.2268,77.11,59,83,6.35,ZW,1613748469
503,carmen,18.6333,-91.8333,75.2,83,90,17.27,MX,1613748469
504,arman,59.7,150.1667,-5.17,82,7,12.1,RU,1613748469
505,chapleau,47.8405,-83.4034,12.2,79,90,2.44,CA,1613748469
506,soe,-9.8607,124.284,66.22,95,98,4.27,ID,1613748469
507,shimonoseki,33.95,130.95,48.2,61,20,12.66,JP,1613748204
508,hibbing,47.4272,-92.9377,3.2,84,1,5.75,US,1613748470
509,yeppoon,-23.1333,150.7333,77.0,73,100,3.44,AU,1613748470
510,sefophe,-22.1833,27.9667,89.6,51,20,5.75,BW,1613748470
511,hazorasp,41.3194,61.0742,30.2,74,90,6.91,UZ,1613748470
512,colombo,6.9319,79.8478,82.4,78,20,6.91,LK,1613748442
513,sjovegan,68.8726,17.8474,19.99,67,40,11.5,NO,1613748470
514,thunder bay,48.4001,-89.3168,12.0,85,90,3.44,CA,1613748386
515,richards bay,-28.783,32.0377,79.75,73,2,9.42,ZA,1613748201
516,mlimba,-8.8,35.8167,86.65,63,98,2.46,TZ,1613748206
517,salalah,17.0151,54.0924,77.0,53,0,6.91,OM,1613748470
518,saint-francois,46.4154,3.9054,64.4,52,0,9.22,FR,1613748470
519,rossland,49.0831,-117.8022,19.99,95,99,1.61,CA,1613748471
520,talcahuano,-36.7167,-73.1167,64.4,39,0,11.5,CL,1613748471
521,shelburne,44.0787,-80.2041,23.0,86,90,2.3,CA,1613748471
522,padang,-0.9492,100.3543,82.4,61,20,3.44,ID,1613748471
523,abha,18.2164,42.5053,62.6,77,40,8.05,SA,1613748471
524,gabu,12.2833,-14.2167,103.06,14,62,4.76,GW,1613748471
525,mirzapur,25.15,82.5833,71.6,56,0,3.44,IN,1613748471
526,moissala,8.3404,17.7663,96.17,10,78,3.58,TD,1613748471
527,chicama,-7.8447,-79.1469,71.6,78,90,11.5,PE,1613748471
528,elizabeth city,36.2946,-76.2511,36.0,99,100,8.21,US,1613748443
529,bodden town,19.2833,-81.25,84.99,65,20,11.5,KY,1613748471
530,leshukonskoye,64.8989,45.7622,-17.36,88,66,3.49,RU,1613748471
531,ati,13.2154,18.3353,85.35,13,0,10.69,TD,1613748471
532,poum,-20.2333,164.0167,82.31,81,3,13.85,NC,1613748472
533,marystown,47.1666,-55.1483,24.53,91,88,14.97,CA,1613748472
534,abu samrah,35.3029,37.1841,44.51,79,87,10.51,SY,1613748472
535,abeche,13.8292,20.8324,89.6,13,0,6.91,TD,1613748472
536,cabedelo,-6.9811,-34.8339,87.8,58,40,9.22,BR,1613748472
537,chyhyryn,49.0838,32.6555,9.45,93,19,1.12,UA,1613748472
538,cota,4.8094,-74.098,62.6,59,75,3.44,CO,1613748472
539,mukhen,48.1,136.1,12.9,93,100,3.96,RU,1613748472
540,springbok,-29.6643,17.8865,72.77,35,0,16.51,ZA,1613748472
541,winsum,53.33,6.5208,48.99,79,100,1.99,NL,1613748472
542,campeche,19.0,-90.5,80.73,61,46,7.38,MX,1613748290
543,lake charles,30.2131,-93.2044,37.4,69,1,10.36,US,1613748473
544,pontianak,-0.0333,109.3333,78.8,83,20,6.91,ID,1613748473
545,evensk,61.95,159.2333,2.01,80,97,14.5,RU,1613748473
546,broome,42.2506,-75.833,28.0,86,90,4.61,US,1613748473
547,lashio,22.9333,97.75,62.15,73,100,0.69,MM,1613748473
548,sao miguel do araguaia,-13.275,-50.1628,74.12,96,99,7.0,BR,1613748473
549,zinacantan,16.75,-92.7,73.4,60,75,19.57,MX,1613748473
550,netishyn,50.34,26.6417,17.6,67,0,8.95,UA,1613748473
551,west wendover,40.7391,-114.0733,24.8,74,20,4.61,US,1613748473
552,amberley,39.2048,-84.428,21.2,73,90,5.75,US,1613748474
553,chateaubelair,13.2833,-61.25,82.4,61,75,17.27,VC,1613748474
554,calbuco,-41.768,-73.1273,55.4,58,75,6.91,CL,1613748474
555,port-gentil,-0.7193,8.7815,87.8,70,40,12.66,GA,1613748474
556,spas-klepiki,55.1347,40.1767,3.99,61,100,5.23,RU,1613748474
557,perth,-31.9333,115.8333,64.99,72,0,8.05,AU,1613748330
558,mpika,-11.8343,31.4529,74.12,83,100,1.21,ZM,1613748474
559,ancud,-41.8697,-73.8203,61.0,47,75,11.5,CL,1613748474
560,port augusta,-32.5,137.7667,78.01,83,0,18.41,AU,1613748475
561,turayf,31.6725,38.6637,51.8,50,40,11.5,SA,1613748475
562,hobyo,5.3505,48.5268,77.63,72,94,18.79,SO,1613748475
